host_id,latitude,longitude,room_type,price,number_of_reviews,review_scores_value,neighbourhood
28820575,42.32999835653803,-71.09480356376261,2,99,79,9.0,19
1037913,42.32725296292973,-71.07558887205052,2,9,2,10.0,19
3875741,42.32753474893862,-71.08295350482562,2,79,31,9.0,19
605252,42.325871996042544,-71.07755315524273,3,22,3,9.0,19
605252,42.325997054557135,-71.07877370147436,3,41,6,9.0,19
6244346,42.32172827344671,-71.07460812493156,3,1,0,0.0,19
8229,42.32980850423623,-71.09559469348262,2,145,36,10.0,19
13499840,42.3363154341175,-71.08437459693069,2,132,60,9.0,19
9663343,42.32656999382864,-71.08279766298716,2,65,173,9.0,19
1444340,42.34000151774785,-71.08129895423689,1,167,27,9.0,19
10778805,42.33329530225683,-71.07815404379751,2,75,1,10.0,19
14453758,42.32685151777795,-71.09354561759916,2,8,31,9.0,19
1444340,42.3377838298766,-71.07967634450445,1,265,52,8.0,19
1444340,42.33823990254319,-71.08171734317412,1,15,55,8.0,19
40833154,42.32561121993109,-71.08131715784819,2,59,8,9.0,19
8229,42.32819243642796,-71.09404877118986,2,165,14,9.0,19
6244346,42.32106313800365,-71.07531901432675,2,1,0,0.0,19
8229,42.32852347771993,-71.09539243911993,1,195,23,9.0,19
1444340,42.33903880877507,-71.08104419980938,1,275,49,9.0,19
31622975,42.33862580103696,-71.08331520044518,2,0,0,0.0,19
42698490,42.330322673596335,-71.08009631965359,1,225,1,6.0,19
18150109,42.32807881142553,-71.09619934319932,1,19,21,10.0,19
255183,42.32642042056992,-71.09013270547341,2,85,25,9.0,19
255183,42.32496967064587,-71.0894888766103,2,75,23,9.0,19
20454595,42.326786716280985,-71.07701299367035,2,75,0,0.0,19
15198549,42.31643567095952,-71.09391225257156,2,65,1,10.0,19
1444340,42.33814027315353,-71.08000805615907,1,167,54,8.0,19
18150109,42.32909090221395,-71.0945725037219,1,159,81,9.0,19
10477120,42.34077278724327,-71.0821753661577,1,19,0,0.0,19
44162105,42.33690761745749,-71.0774773031623,2,95,57,10.0,19
212445,42.335398292513936,-71.08259403248233,2,65,18,8.0,19
28820575,42.32955196801566,-71.09324127038985,2,99,80,9.0,19
48600417,42.33909993661646,-71.0805557382492,1,148,0,0.0,19
11228809,42.329527287817655,-71.09198968675086,1,135,163,9.0,19
36982379,42.3342360114782,-71.07488605131466,1,1,15,10.0,19
212445,42.33588187857079,-71.08310262017217,2,65,9,9.0,19
56709480,42.33157602252688,-71.09334761212074,1,14,0,0.0,19
19966591,42.3255276644084,-71.09404138454057,1,536,1,10.0,19
28820575,42.329540610337055,-71.0931283718753,2,99,87,9.0,19
72272410,42.33418300789131,-71.08132919011918,1,135,32,9.0,19
34532779,42.32295992334007,-71.06985374731195,2,89,42,9.0,19
43078666,42.31740245059692,-71.07361200426739,2,1,2,8.0,19
255183,42.325841851882,-71.08926850105509,2,75,112,9.0,19
255183,42.32464780047053,-71.0886936999829,2,9,12,9.0,19
15730792,42.34022256368288,-71.082980712205,1,94,8,8.0,19
5654336,42.33000608786648,-71.09193883686889,1,125,4,10.0,19
64824435,42.32103676511967,-71.07457879320378,2,6,10,6.0,19
28820575,42.33018209890577,-71.09337406427696,2,99,81,9.0,19
12685813,42.33473045146216,-71.07692750135247,1,1,46,9.0,19
42698490,42.330406171011205,-71.08009648866495,2,92,1,10.0,19
50065477,42.32509557087669,-71.09621956635128,1,1,55,10.0,19
64824435,42.31876982350519,-71.07760194037888,2,6,14,6.0,19
28662210,42.33031843619188,-71.09405535499072,1,17,13,10.0,19
18517776,42.31633898628723,-71.07923884196165,2,33,1,10.0,19
3875741,42.32535454842778,-71.08133426855407,2,75,0,0.0,19
76032537,42.33891848761287,-71.08396839257223,2,52,3,8.0,19
26062958,42.32634611259963,-71.06907964538719,2,78,1,10.0,19
14785487,42.33713488988796,-71.0838133214568,1,35,9,7.0,19
39932301,42.32559242640327,-71.09739570510834,1,236,5,8.0,19
1444340,42.33832831242464,-71.08132465959629,1,33,60,9.0,19
1444340,42.33767173003159,-71.08033835068223,1,3,43,9.0,19
20224115,42.325848848014985,-71.09636804257897,2,6,1,0.0,19
8898973,42.32333473090794,-71.09584193543922,1,15,44,10.0,19
48584100,42.33777109995653,-71.08090100747117,2,83,54,9.0,19
9663343,42.32610819693376,-71.08181294835626,2,65,156,9.0,19
19782214,42.3139143077062,-71.09274008827923,2,55,24,9.0,19
8061,42.32446331697158,-71.0860594374872,1,12,7,9.0,19
3875741,42.32392154881352,-71.07958213027628,1,12,0,0.0,19
14785487,42.3111149834588,-71.08654090736889,1,45,7,8.0,19
43078666,42.3161082725762,-71.07411923664306,2,9,8,10.0,19
95959,42.324796040496345,-71.09341288903684,1,35,3,9.0,19
10877284,42.317683707701576,-71.08876225798197,2,45,0,0.0,19
9663343,42.32527568087969,-71.08100201428493,1,179,34,8.0,19
9303410,42.339621398631614,-71.08188076112297,2,13,2,8.0,19
841314,42.31434403922422,-71.07350159629783,2,6,88,9.0,19
25742899,42.31289019947795,-71.08315548197108,1,11,82,10.0,19
81103542,42.32403900048452,-71.07999508907358,2,75,1,8.0,19
19036819,42.32923125205885,-71.07975835758484,2,12,91,8.0,19
15168012,42.33351967395839,-71.07427293403502,2,6,9,9.0,19
41932249,42.32770254357949,-71.09341583442527,2,55,3,8.0,19
61701374,42.30956345317556,-71.08709090008675,2,49,0,0.0,19
8229,42.32994060569968,-71.093505106791,1,195,47,9.0,19
22901863,42.32738352205208,-71.09471433492095,1,114,7,10.0,19
6033710,42.33979347345117,-71.0822644347498,2,75,0,0.0,19
8479265,42.33975940746173,-71.08193843311169,2,15,4,10.0,19
12243051,42.33648629517336,-71.08647876317265,1,29,0,0.0,19
18517776,42.31645798291398,-71.07951952826994,2,39,4,10.0,19
11228809,42.32953004889109,-71.09275134846088,2,95,14,10.0,19
14785487,42.31133579153138,-71.08512821179606,1,45,4,8.0,19
6244346,42.32118868850662,-71.07501039982907,2,64,1,0.0,19
20113039,42.32555275980823,-71.0870570540175,1,269,24,9.0,19
8229,42.32404973323278,-71.09068730206711,1,25,23,9.0,19
31367270,42.32672768551645,-71.09283127944177,2,12,5,10.0,19
12243051,42.336389427163176,-71.08660455381316,1,229,2,9.0,19
28662210,42.32827181538714,-71.09443187811075,1,175,25,9.0,19
3875741,42.327016517340766,-71.08146902307013,2,7,26,8.0,19
12243051,42.33684717045447,-71.08683070266682,1,169,0,0.0,19
807320,42.321581648142576,-71.09047217750756,1,15,105,9.0,19
20454595,42.33248380405551,-71.07235984038984,2,75,6,6.0,19
12243051,42.33565943633416,-71.08520380113175,1,229,3,10.0,19
8479265,42.33851670676716,-71.07949731088966,1,45,19,9.0,19
28820575,42.33103846389946,-71.0945587373842,2,99,83,9.0,19
28820575,42.33087830519991,-71.09298435361652,2,99,48,9.0,19
5610797,42.336461440500784,-71.08270026400284,1,25,0,0.0,19
11228809,42.32821307914363,-71.09265011625848,2,92,78,10.0,19
1426567,42.29711641034802,-71.09248294983792,3,99,0,0.0,19
11228809,42.32943011281621,-71.09307508487933,2,125,85,10.0,19
255183,42.326142212195286,-71.0884044797577,2,85,83,9.0,19
67103816,42.317816686089365,-71.09135484025055,2,35,9,10.0,19
45824409,42.32945376089083,-71.09308986191863,2,9,31,9.0,19
14785487,42.310767659335966,-71.08626930861664,1,45,0,0.0,19
45686983,42.32460041087129,-71.0979985835117,3,35,43,9.0,19
17517957,42.32348049239181,-71.094926770222,2,1,0,0.0,19
48004670,42.3389728389506,-71.08033700528462,2,52,0,0.0,19
1444340,42.339232558534334,-71.08141307165798,1,163,65,8.0,19
14785487,42.33836819509428,-71.08181550607551,1,65,1,0.0,19
212445,42.33720961761215,-71.08478304564264,2,65,25,9.0,19
23900982,42.34036913051988,-71.08227084416176,2,83,0,0.0,19
18517776,42.31793468131503,-71.07922630786388,2,4,4,9.0,19
4644213,42.33656432115304,-71.08414056558688,2,5,2,10.0,19
11228809,42.32964014965104,-71.09274148875554,1,625,1,8.0,19
20322644,42.33740472736663,-71.07842744186745,1,2,3,10.0,19
45824409,42.32974333158483,-71.0918543085758,2,9,38,10.0,19
9663343,42.32554504728925,-71.08577829257105,2,65,58,9.0,19
45824409,42.32757427842287,-71.09210877544719,1,3,0,0.0,19
80390842,42.31065739915734,-71.08493655866502,2,5,0,0.0,19
44735228,42.316805788463455,-71.0735270666945,2,1,3,8.0,19
3875741,42.32422717877972,-71.08004848188634,2,75,0,0.0,19
18517776,42.31710873613846,-71.08077882265508,2,35,3,9.0,19
9663343,42.32511846104098,-71.08323012432234,2,63,45,8.0,19
9663343,42.32630904319995,-71.08318740084312,2,63,32,9.0,19
1444340,42.33852368493773,-71.07984587928213,1,167,63,8.0,19
189855,42.32236629986866,-71.07874135249834,1,15,6,10.0,19
51189915,42.33461965183422,-71.07637612387265,1,15,2,10.0,19
8229,42.32964653698351,-71.09502741816267,1,225,138,9.0,19
265036,42.33929253496528,-71.08074914915147,2,5,0,0.0,19
31035017,42.32860574518161,-71.09175965054325,2,53,0,0.0,19
11228809,42.32960716513138,-71.09340591312728,2,81,40,9.0,19
5243773,42.325137541246086,-71.09264112004337,2,79,3,9.0,19
170480,42.34458195041722,-71.07551295903801,1,195,5,9.0,22
29855553,42.33996516682,-71.07514202221779,1,295,9,10.0,22
31044304,42.34541906784078,-71.0771109253581,2,12,0,0.0,22
50935492,42.338161486092446,-71.0681538431211,1,2,1,0.0,22
1444340,42.33726365616975,-71.07632731501351,1,25,42,9.0,22
5927277,42.34021512126599,-71.07499793976649,1,176,0,0.0,22
6471589,42.34122030074207,-71.07532969141522,1,15,19,9.0,22
25188,42.34259444459376,-71.07942070179357,1,229,9,8.0,22
25188,42.34422661526431,-71.07787818266341,1,279,6,8.0,22
25188,42.34258590158319,-71.07969075832185,1,279,4,8.0,22
3269854,42.34518662586733,-71.07229518334229,1,29,35,9.0,22
25188,42.34336278530577,-71.07803853970401,1,275,1,6.0,22
8992252,42.33833506722896,-71.07090523725641,1,185,3,10.0,22
36660602,42.3474854524612,-71.0731259265208,1,399,13,9.0,22
5408229,42.3376273677204,-71.07394702802685,1,255,111,9.0,22
2254462,42.34284812399638,-71.07212170900222,3,75,29,9.0,22
1444340,42.33596696281348,-71.0750897837168,1,25,9,8.0,22
28184185,42.33804084347027,-71.07574541079221,2,1,4,10.0,22
35331408,42.33632670939728,-71.07415654665085,1,215,27,9.0,22
85770,42.34623303748305,-71.07363869991637,2,125,96,8.0,22
8881643,42.33716187471486,-71.07611332285877,2,11,5,10.0,22
43217109,42.33831709434265,-71.0765863728929,2,125,26,10.0,22
29025144,42.33628154839322,-71.06903945639354,2,8,4,10.0,22
47889779,42.34398116325845,-71.06485660685141,1,373,34,9.0,22
6103953,42.34503948434617,-71.06213504834884,1,525,1,8.0,22
12243051,42.34549102547901,-71.06242223492261,1,299,18,9.0,22
12243051,42.3447953930588,-71.06325925824873,1,269,4,9.0,22
12243051,42.34576674071476,-71.06318918678608,1,189,20,10.0,22
22110106,42.34387421592756,-71.07417158346134,1,215,22,9.0,22
12243051,42.345559883384496,-71.0633769500026,1,279,19,10.0,22
12243051,42.3463399059288,-71.06438062261992,1,289,14,10.0,22
3294478,42.34740737719368,-71.07267288697845,1,229,7,9.0,22
6103953,42.34425636322788,-71.06330675289584,1,154,51,9.0,22
47889779,42.34435008825967,-71.06362034342176,1,236,42,10.0,22
38611099,42.34370147448126,-71.06921832742044,1,175,54,9.0,22
93363670,42.33595845077829,-71.0750795841857,3,6,0,0.0,22
12243051,42.34487888239292,-71.06312885220463,1,229,17,9.0,22
6103953,42.34443021942535,-71.06251624726225,1,234,57,9.0,22
12243051,42.34485682989903,-71.06210730087227,1,329,29,9.0,22
12243051,42.34538511483549,-71.0636227290942,1,29,1,8.0,22
912631,42.3416958890559,-71.06889224817891,1,195,56,9.0,22
12243051,42.34634241703738,-71.06385899400674,1,169,1,10.0,22
75997654,42.34445532804108,-71.07411174414845,1,145,5,10.0,22
48494513,42.34341555548842,-71.07951597072666,1,219,22,9.0,22
2204348,42.34559448453424,-71.07488059741611,1,15,7,10.0,22
32532791,42.34382074445443,-71.07536874784438,1,215,1,10.0,22
22348222,42.34467679767926,-71.07762314805531,2,155,2,10.0,22
1444340,42.342220181831536,-71.08026312638312,1,138,12,8.0,22
32532791,42.34715258264577,-71.0719031165681,2,17,0,0.0,22
6953578,42.34111124385927,-71.07029310873192,1,17,5,7.0,22
19013294,42.34567869385285,-71.06943202335499,1,195,35,9.0,22
2120544,42.34024520319869,-71.07663628342726,2,125,7,9.0,22
56744818,42.33902208244409,-71.07704210917748,1,25,2,10.0,22
14892598,42.34096120424673,-71.0664132066654,2,1,26,9.0,22
22348222,42.34468465143812,-71.07663303521966,1,137,1,10.0,22
22348222,42.345612866132925,-71.07698748474716,1,137,0,0.0,22
12243051,42.34632376109648,-71.06301626598292,1,199,14,9.0,22
508268,42.337661246627015,-71.07280867691911,1,239,16,9.0,22
2405780,42.34641699535807,-71.07314861196369,1,185,11,9.0,22
9653086,42.34032332598296,-71.0757153441531,1,175,27,9.0,22
558997,42.339183216320194,-71.07818450213286,1,2,4,10.0,22
7964081,42.33663177716327,-71.0748854317807,1,175,39,9.0,22
90491687,42.33811321506902,-71.07821869860776,2,125,4,10.0,22
10757098,42.33651865916773,-71.0696988629383,1,15,1,10.0,22
22348222,42.34490729984276,-71.07523415062046,1,15,0,0.0,22
51060208,42.34707029449362,-71.07089195770527,2,75,23,8.0,22
37726868,42.340536970144,-71.07174927428004,1,2,11,10.0,22
75303372,42.341369565015626,-71.07886725564435,1,275,7,9.0,22
46973308,42.3382832754688,-71.07136230916439,2,12,0,0.0,22
4552954,42.34289559128459,-71.0742316809028,1,6,35,10.0,22
2064438,42.3443699748363,-71.06547543523293,2,125,10,9.0,22
16681075,42.337137224003314,-71.07672504507882,1,265,42,10.0,22
5430185,42.34419543393126,-71.07363010738126,1,16,15,9.0,22
22348222,42.34341272279628,-71.0760400813346,1,155,3,9.0,22
22348222,42.34323062108909,-71.07748715400449,1,137,0,0.0,22
4776690,42.34191419487412,-71.08080630405638,1,99,20,10.0,22
85770,42.34642847317033,-71.07502990080344,2,98,184,9.0,22
22348222,42.34513409546315,-71.07513462335174,1,15,0,0.0,22
42868503,42.34253285485185,-71.0705170592166,1,125,8,10.0,22
20627610,42.343841430642414,-71.07182663613271,1,235,66,10.0,22
38438502,42.33931504233381,-71.07788276526625,1,149,13,9.0,22
814298,42.34237255365213,-71.07922266232886,1,1,55,9.0,22
814298,42.33671249560704,-71.07545754027247,1,164,39,9.0,22
38611099,42.34551716169836,-71.06939492583996,1,185,37,9.0,22
3689882,42.34379199602544,-71.07285898792072,1,25,77,10.0,22
18683719,42.33547303703898,-71.07502101987409,2,1,0,0.0,22
56983370,42.341804981809375,-71.07982968478547,1,275,1,10.0,22
814298,42.34113339953168,-71.0800111913047,1,225,21,8.0,22
26379614,42.34515971772655,-71.071673467821,1,25,4,9.0,22
14299534,42.34618796317229,-71.07314898454436,2,5,0,0.0,22
22543302,42.3429863477053,-71.07030039926936,1,115,6,10.0,22
22348222,42.34343806690266,-71.07688355946276,1,15,3,7.0,22
2212661,42.33519276568347,-71.0749509404685,1,17,18,9.0,22
432317,42.344124982631705,-71.0704830352942,3,125,59,10.0,22
5678580,42.34521620497881,-71.0718595272896,1,25,2,10.0,22
12243051,42.34473147773383,-71.07090818312652,1,229,9,7.0,22
14980002,42.33767012629468,-71.07640773355523,2,9,1,10.0,22
3958442,42.34430213679429,-71.06899694278945,1,2,11,10.0,22
814298,42.34079541636332,-71.0807041719754,1,1,39,8.0,22
1651480,42.34121342173442,-71.0757105405123,1,36,192,10.0,22
7744251,42.34380979831552,-71.06929087357383,1,229,5,10.0,22
12243051,42.34562568447279,-71.06321265493553,1,199,4,10.0,22
21406929,42.339544636587625,-71.07387035555206,3,67,14,9.0,22
5474074,42.34258199617985,-71.07650344409146,1,12,6,9.0,22
508268,42.34178015511022,-71.08004973669456,1,239,1,10.0,22
24171028,42.3368527229644,-71.07306169541253,1,13,0,0.0,22
49731364,42.34770355986914,-71.07152833868011,1,197,26,10.0,22
11822816,42.33930896325949,-71.06495498840539,2,85,1,8.0,22
92663980,42.34276160581032,-71.07469313198953,1,225,0,0.0,22
4552954,42.34241482588717,-71.07451934312452,1,0,2,10.0,22
4127253,42.33635725516032,-71.07444244408435,1,266,1,10.0,22
1604662,42.33569268282436,-71.07463210582779,1,16,6,9.0,22
22348222,42.34407303803346,-71.07532811185658,1,15,0,0.0,22
44369882,42.342459308679885,-71.07890447746665,1,28,8,9.0,22
11556349,42.339093859346114,-71.07900523916494,2,6,0,0.0,22
2883829,42.33817959209641,-71.06462945503596,1,225,31,9.0,22
28943553,42.34311950529787,-71.07585049962194,1,17,50,9.0,22
97805,42.34447431637321,-71.07698271329764,2,168,4,10.0,22
1651480,42.34348781143775,-71.07680165158366,1,183,192,9.0,22
22348222,42.34366470397223,-71.07562188480422,1,137,0,0.0,22
63487603,42.34389101690596,-71.06948267335085,1,3,9,9.0,22
88372372,42.33500337603392,-71.0750936145144,1,166,2,10.0,22
39338110,42.34343207030431,-71.0729121344843,1,35,33,9.0,22
35883584,42.33905138738604,-71.07641049307902,1,149,0,0.0,22
1015632,42.3380745881418,-71.07532867247558,1,19,115,9.0,22
53312551,42.34266914158188,-71.06957670158451,2,18,18,9.0,22
1462158,42.33533589134802,-71.07425652058345,2,99,78,10.0,22
5474074,42.33981502500543,-71.07770093493704,1,11,4,8.0,22
2265368,42.3380771614161,-71.07509284636787,1,21,6,10.0,22
22348222,42.345045581707545,-71.07576543977315,1,155,2,7.0,22
3179912,42.33617223217502,-71.07542723618671,1,178,9,10.0,22
25124470,42.34230308536128,-71.08036333667405,1,6,6,9.0,22
1600351,42.34565356501126,-71.07650502956932,1,55,0,0.0,22
75997654,42.34451312552965,-71.07422168503966,1,17,4,10.0,22
51673899,42.34385225246119,-71.07925307675536,1,129,5,10.0,22
75997654,42.34386190737302,-71.07419704066525,1,16,5,10.0,22
26345165,42.34529169535237,-71.07656328462951,2,25,0,0.0,22
7119092,42.34453844883631,-71.06602187825182,1,149,8,9.0,22
32532791,42.34342894519076,-71.07400280761591,1,175,8,10.0,22
27015747,42.347079923983,-71.07361071300343,2,15,87,9.0,22
6349477,42.34126176465926,-71.07719172451444,1,25,15,10.0,22
46153497,42.34346177505992,-71.0641953929085,1,1,1,10.0,22
9653086,42.340943167893215,-71.07704194672662,1,2,52,10.0,22
1399007,42.336347792469645,-71.07665638181408,1,12,15,9.0,22
22348222,42.34422218579844,-71.07537505592731,1,15,1,10.0,22
22348222,42.344025101552944,-71.0771651608005,1,152,1,10.0,22
61279591,42.34433316579844,-71.07106172025057,1,2,3,9.0,22
51741798,42.33832318634119,-71.07629653396535,1,17,30,10.0,22
1651480,42.34145741839755,-71.07640609858424,2,157,96,9.0,22
48494513,42.344073471375246,-71.07785150050033,1,229,6,10.0,22
3189672,42.33618514454923,-71.07342145580922,2,299,0,0.0,22
32532791,42.343341385180246,-71.07223141756667,1,165,0,0.0,22
34950545,42.3431761338457,-71.07708426973839,1,21,11,9.0,22
43217109,42.33679501814413,-71.07648754166487,2,11,15,10.0,22
44169062,42.343094950511,-71.07979757211612,1,4,0,0.0,22
36559227,42.341412009543056,-71.08113734051852,1,575,19,10.0,22
22348222,42.34556791104973,-71.07735542129099,1,147,0,0.0,22
31339113,42.34195414470815,-71.06994870141153,1,2,22,10.0,22
5474074,42.34269698618983,-71.0754573598207,1,115,4,10.0,22
43217109,42.33605867277163,-71.07476967504456,2,11,19,10.0,22
1651480,42.34116166144551,-71.07697592547242,3,5,26,9.0,22
36379082,42.34272173190373,-71.07838891299248,1,25,21,8.0,22
47283683,42.33699527728718,-71.07436551262174,2,149,0,0.0,22
14535919,42.3436420563734,-71.0709686179088,1,2,38,10.0,22
814298,42.33710999881373,-71.07713064126249,1,417,39,9.0,22
21609039,42.3414449942222,-71.080511439692,1,6,38,10.0,22
9653086,42.34237399125715,-71.07560149459879,1,175,31,10.0,22
12452436,42.34071458337621,-71.07406084459463,2,69,17,10.0,22
22348222,42.345573115899285,-71.07761895850723,1,15,0,0.0,22
41439483,42.3420347122069,-71.07256418644232,2,18,0,0.0,22
22348222,42.343391713039416,-71.07517784040168,1,15,2,8.0,22
22348222,42.345002980504304,-71.07747015790487,1,137,0,0.0,22
9485021,42.34363867841806,-71.07023501053976,1,8,26,9.0,22
19806255,42.34503080856176,-71.07340513211166,1,199,0,0.0,22
29713098,42.34362361686261,-71.06646126671465,2,133,17,9.0,22
43217109,42.337502078448814,-71.0765379794084,1,299,1,8.0,22
76928629,42.33767182556047,-71.06988900199927,2,135,2,10.0,22
34055750,42.34337256743142,-71.0695136811169,1,275,1,10.0,22
2254462,42.343659187452296,-71.07210303740261,2,99,55,9.0,22
3189672,42.33816881242794,-71.07495053295358,2,35,0,0.0,22
32532791,42.34499777117262,-71.07253947669034,1,17,7,9.0,22
19572355,42.33650485031658,-71.0756964118257,1,45,10,10.0,22
25188,42.343453595018936,-71.07966122077806,1,186,0,0.0,22
12867663,42.34482585933533,-71.0768746326226,1,3,0,0.0,22
2012986,42.34187597892177,-71.07814908549496,1,2,1,10.0,22
3149911,42.34541183438231,-71.07566909983645,1,189,22,10.0,22
75997654,42.34402060645204,-71.0742996276532,1,15,5,10.0,22
12243051,42.34579045334328,-71.06343694207713,1,179,33,9.0,22
12985903,42.346673787807084,-71.07549847242363,1,25,34,9.0,22
12243051,42.34428881964325,-71.06304997042761,1,229,5,9.0,22
52081526,42.34193791016164,-71.07873717795975,1,25,2,10.0,22
21009959,42.33937306272558,-71.07480099017607,2,89,60,9.0,22
7410606,42.34610947356793,-71.06348825798175,2,8,1,10.0,22
47283683,42.33608007227669,-71.07425896492398,2,119,0,0.0,22
4031770,42.342217614965705,-71.06976148628465,1,14,1,10.0,22
4335656,42.34714203274801,-71.07442764918473,1,84,3,10.0,22
4552954,42.3440320608932,-71.07408004988412,1,7,1,10.0,22
52469325,42.3433845137132,-71.06881167812554,1,25,0,0.0,22
4897723,42.34075399526022,-71.08183367653695,1,2,3,8.0,22
47283683,42.33679018285152,-71.07545931453197,2,99,0,0.0,22
37189820,42.33971998113592,-71.07510804361488,1,15,2,7.0,22
66371429,42.3397545430106,-71.07900429883712,2,119,29,10.0,22
21737209,42.33865083495421,-71.07058959947231,1,3,1,10.0,22
1782413,42.344206197926745,-71.07222801800599,1,17,2,10.0,22
25188,42.34179689334264,-71.07819514226416,1,269,1,8.0,22
5430185,42.342858049101935,-71.07339304532253,1,17,19,9.0,22
33311329,42.34560256185624,-71.07571070452711,2,1,3,6.0,22
85770,42.34495654198742,-71.07485746185634,2,135,215,9.0,22
70833557,42.341504551057525,-71.08087505967704,1,159,33,10.0,22
20062444,42.33683259494688,-71.06949729685238,1,25,13,9.0,22
29806038,42.33947728985138,-71.0793802565534,1,225,24,10.0,22
10115868,42.34105938439816,-71.08073924259249,2,75,9,10.0,22
1444340,42.34242389811297,-71.07909612860908,1,144,13,8.0,22
2976895,42.3453930785548,-71.06303905951947,1,17,2,10.0,22
331174,42.34306172286721,-71.07275113869639,2,12,48,10.0,22
70833557,42.33914265660413,-71.07978997672878,1,139,2,10.0,22
22348222,42.34362445699148,-71.07729754504166,1,147,4,8.0,22
1651480,42.34179502464755,-71.07566431880907,2,217,21,9.0,22
4335656,42.34675815220524,-71.07416682165584,2,95,0,0.0,22
25188,42.34320988189416,-71.07776036316244,1,225,4,9.0,22
9653086,42.34055091680754,-71.07510738195886,1,2,23,9.0,22
51673899,42.34339888479836,-71.07888540346383,1,189,0,0.0,22
39282139,42.34369552432539,-71.07810031710834,1,15,7,10.0,22
68277260,42.3372339026448,-71.0697730547217,1,279,4,10.0,22
85770,42.346436512306994,-71.07480755845374,2,135,163,9.0,22
14987763,42.34485438176257,-71.07276955097228,1,2,1,0.0,22
43449123,42.33960911395865,-71.07998675927278,1,24,26,9.0,22
31021638,42.34650892135457,-71.07337174856316,3,77,2,10.0,22
5430185,42.34188979998796,-71.07254314770427,1,16,8,8.0,22
50727619,42.34121174361634,-71.0795507455907,1,195,0,0.0,22
44392534,42.33943485166942,-71.08005787284273,1,175,24,10.0,22
3977458,42.347031978136194,-71.06957015026913,2,15,0,0.0,22
49104276,42.345946575561904,-71.07724667518733,1,228,13,10.0,22
6557340,42.33843449110688,-71.07684758696394,1,145,34,9.0,22
50318988,42.33676045815472,-71.07576188649263,2,89,15,10.0,22
2064438,42.34426013201698,-71.06652566121373,1,238,9,9.0,22
41661623,42.33716831362333,-71.0749956875594,1,161,3,9.0,22
84808632,42.34442714881363,-71.06408580697922,2,149,12,10.0,22
271917,42.3433555536779,-71.06571608927693,1,3,4,7.0,22
6103953,42.344373078716885,-71.06457653067582,1,177,27,9.0,22
5430185,42.34414714107277,-71.07272570198928,1,185,16,9.0,22
26510042,42.342782018374,-71.07685953536495,1,24,1,10.0,22
2278181,42.342334596351975,-71.07311989062913,1,225,5,10.0,22
43217109,42.33831659589648,-71.07690856396708,2,125,3,9.0,22
23099761,42.33986228780994,-71.07766733289968,1,175,0,0.0,22
26164941,42.34531492337171,-71.07496560667472,1,15,3,10.0,22
1444340,42.34076181577172,-71.08022287878724,1,122,20,8.0,22
19055159,42.34494301766899,-71.06745954101547,1,125,0,0.0,22
3189672,42.33594761717578,-71.0751658937791,2,325,0,0.0,22
32532791,42.34685534038649,-71.07214127361344,2,17,1,8.0,22
46488030,42.34476411937273,-71.07276299016534,1,16,2,9.0,22
37189820,42.340423123796825,-71.07512874452547,1,199,2,9.0,22
39652496,42.33857762791107,-71.06929003595755,1,16,6,9.0,22
9653086,42.34175231690292,-71.07533351392034,1,2,25,9.0,22
4897723,42.34099239012987,-71.08019689079354,1,2,4,10.0,22
22348222,42.34529647641143,-71.0774881773436,1,15,0,0.0,22
64837202,42.34124312129233,-71.06691067139784,1,35,3,10.0,22
4407416,42.34494492926521,-71.07599093732362,1,139,9,10.0,22
7422781,42.33825951176984,-71.0709154570732,1,8,62,10.0,22
32532791,42.345078825964585,-71.07740009533862,1,215,2,10.0,22
85770,42.34522988307238,-71.07282284007427,2,13,103,9.0,22
12230539,42.34643269471023,-71.07091582400858,1,183,135,10.0,22
21184200,42.339364709669525,-71.07942867270435,1,188,22,10.0,22
32532791,42.34344057931448,-71.07737512203143,1,215,6,8.0,22
16522894,42.33538409043661,-71.07521683508621,2,75,57,9.0,22
6252491,42.34310593315024,-71.06896984690702,2,45,0,0.0,22
7726008,42.34606839151711,-71.07646139208379,2,125,4,9.0,22
4127253,42.34663651268857,-71.07398974952609,1,29,1,10.0,22
22110106,42.34450691880606,-71.07389618778238,1,215,16,9.0,22
25188,42.34403615392444,-71.07889172563182,1,255,4,9.0,22
32870796,42.34197616045519,-71.08127587091947,1,3,8,10.0,22
47283683,42.33477501754106,-71.07437567422855,2,169,0,0.0,22
3987348,42.345352029176055,-71.07355081681293,2,14,0,0.0,22
10115868,42.34045937363567,-71.08035799061796,1,25,9,10.0,22
22348222,42.34418593142552,-71.0760851701464,1,155,3,8.0,22
28972872,42.344140993510656,-71.07226296920035,1,2,6,10.0,22
4897723,42.34036818739428,-71.08015135949631,2,119,6,9.0,22
11071285,42.340986953402,-71.07972834630348,1,189,15,9.0,22
3100734,42.34707085326683,-71.07246978523966,2,25,123,10.0,22
82529160,42.34709172616311,-71.07430618997331,1,254,8,9.0,22
22348222,42.34558425973548,-71.07668643519288,1,225,0,0.0,22
22348222,42.34399514430829,-71.07656683740848,1,137,1,8.0,22
14697946,42.34474482784281,-71.07705983965717,1,146,1,10.0,22
508268,42.34312857447157,-71.08114078745442,1,199,30,9.0,22
2221632,42.34474517673787,-71.07025685651887,1,19,0,0.0,22
